"iGEM_ID";"Uniprot_id";"Part_Locus";"Protein_Locus"
"BBa_K1491027";"P03372";"2097---2855";"301---553"
"BBa_K1491030";"P00573";"1---2649";"1---883"
"BBa_K1492001";"O30611";"1---771";"1---257"
"BBa_K1492002";"Q57834";"1---918";"1---306"
"BBa_K1493601";"P13975";"13---267";"1---85"
"BBa_K1497000";"P11650";"1---723";"1---241"
"BBa_K1497001";"P48390";"1---1149";"1---383"
"BBa_K1497009";"Q7XZQ7";"1---1104";"1---368"
"BBa_K1497010";"P51104";"1---1044";"1---348"
"BBa_K1497025";"Q63768";"7---177";"134---190"
"BBa_K1497026";"Q63768";"7---177";"134---190"
"BBa_K1497027";"Q61234";"301---585";"77---171"
"BBa_K1497027";"Q95107";"4---246";"197---277"
"BBa_K1497028";"Q61234";"7---291";"77---171"
"BBa_K1497029";"Q61234";"232---516";"77---171"
"BBa_K1497029";"Q63768";"7---177";"134---190"
"BBa_K1497030";"Q63768";"7---177";"134---190"
"BBa_K1497031";"O08816";"10---246";"196---274"
"BBa_K1497031";"Q61234";"526---810";"77---171"
"BBa_K1497032";"O08816";"10---246";"196---274"
"BBa_K1497032";"Q28626";"526---810";"83---177"
"BBa_K1497033";"O08816";"10---246";"196---274"
"BBa_K1497033";"Q61234";"526---810";"77---171"
"BBa_K1497197";"P48390";"19---1167";"1---383"
"BBa_K1499200";"Q9RTE6";"1---915";"1---305"
"BBa_K1499201";"Q9RWH9";"1---741";"1---247"
"BBa_K1499204";"Q9RTP8";"49---1308";"17---436"
"BBa_K1499250";"P42212";"62---775";"1---238"
"BBa_K150001";"P03034";"1---711";"1---237"
"BBa_K1500011";"P0AEE8";"974---1807";"1---278"
"BBa_K1500011";"P42212";"227---940";"1---238"
"BBa_K150002";"P62580";"1---657";"1---219"
"BBa_K1500992";"P17802";"1---1050";"1---350"
"BBa_K1500993";"P10443";"1---3480";"1---1160"
"BBa_K1500994";"P0AEE8";"1---834";"1---278"
"BBa_K1500995";"P0ACR9";"1---528";"1---176"
"BBa_K1500996";"P06722";"1---687";"1---229"
"BBa_K1500997";"P23367";"1---1845";"1---615"
"BBa_K1500998";"P03007";"1---729";"1---243"
"BBa_K1502001";"Q3Z5H3";"1---957";"1---319"
"BBa_K1502002";"P0ABE1";"1---468";"1---156"
"BBa_K1502003";"Q1R996";"1---912";"1---304"
"BBa_K1506002";"P42212";"1---714";"1---238"
"BBa_K1507002";"O65572";"1---1614";"1---538"
"BBa_K1507003";"P46312";"1---1344";"1---448"
"BBa_K1507004";"P38418";"1---2688";"1---896"
"BBa_K1507005";"B3LF83";"1---1152";"1---384"
"BBa_K1507012";"P00780";"1---1137";"1---379"
"BBa_K1508000";"P69785";"1---507";"1---169"
"BBa_K1508002";"P69785";"1---507";"1---169"
"BBa_K1509000";"P30340";"369---4";"1---122"
"BBa_K1510000";"P12746";"96---845";"1---250"
"BBa_K1510010";"P33219";"54---407";"1---118"
"BBa_K1510011";"P33219";"52---405";"1---118"
"BBa_K1510015";"P33219";"11---364";"1---118"
"BBa_K1510017";"Q9U6Y8";"4---660";"3---221"
"BBa_K1510233";"P62554";"257---559";"1---101"
"BBa_K1510929";"P12747";"1---579";"1---193"
"BBa_K1510931";"P12746";"96---845";"1---250"
"BBa_K1513002";"P13111";"14---445";"1---144"
"BBa_K1513002";"P42212";"541---1254";"1---238"
"BBa_K1518000";"Q90502";"355---1533";"120---512"
"BBa_K1518001";"Q90501";"1---1578";"1---526"
"BBa_K1519007";"P0AFH8";"1---603";"1---201"
"BBa_K1520507";"P0A910";"1---546";"1---182"
"BBa_K1523021";"P10183";"55---900";"19---300"
"BBa_K1523022";"P0A143";"1---1002";"1---334"
"BBa_K1523023";"P23262";"1---1302";"1---434"
"BBa_K1523024";"Q88FF8";"1---558";"1---186"
"BBa_K1529110";"P0AFL6";"1---1539";"1---513"
"BBa_K1530000";"P12830";"15---1679";"155---709"
"BBa_K1531004";"P01149";"9---251";"1---81"
"BBa_K1531004";"P02666";"294---902";"22---224"
"BBa_K1531005";"P02668";"297---782";"29---190"
"BBa_K1537025";"Q9S7E4";"4---1065";"31---384"
"BBa_K1537028";"P19456";"1---2844";"1---948"
"BBa_K1539001";"Q9U6Y8";"96---740";"7---221"
"BBa_K1539002";"Q9U6Y8";"96---740";"7---221"
"BBa_K1539003";"P18798";"1---1167";"1---389"
"BBa_K1539005";"P11987";"1---510";"1---170"
"BBa_K1539008";"P18797";"1---423";"1---141"
"BBa_K1539013";"P22868";"1---1044";"1---348"
"BBa_K1547007";"P0AGG2";"41---898";"1---286"
"BBa_K1547008";"P48623";"41---1198";"1---386"
"BBa_K1547009";"Q99ZW2";"1---4104";"1---1368"
"BBa_K1550007";"P61876";"237---2561";"1---775"
"BBa_K1551000";"Q8S3C1";"453---1769";"1---439"
"BBa_K1556000";"P09838";"1---1590";"1---530"
"BBa_K1559001";"Q99ZW2";"1---4104";"1---1368"
"BBa_K1559002";"Q99ZW2";"1---4104";"1---1368"
"BBa_K156010";"P42212";"4---717";"1---238"
"BBa_K156011";"P0AG06";"1---786";"1---262"
"BBa_K156012";"P14611";"1---1179";"1---393"
"BBa_K156013";"P14697";"1---738";"1---246"
"BBa_K156014";"P23608";"1---1347";"1---449"
"BBa_K157043";"P42212";"10---723";"1---238"
"BBa_K1582001";"P52754";"1---225";"23---97"
"BBa_K1582003";"P52754";"1---225";"23---97"
"BBa_K1583000";"P28307";"1---453";"1---151"
"BBa_K1583001";"P52107";"1---330";"1---110"
"BBa_K1583003";"P28307";"1---453";"1---151"
"BBa_K1583013";"P28307";"1---393";"21---151"
"BBa_K1583014";"P28307";"1---453";"1---151"
"BBa_K1583016";"P0ABK7";"1---453";"1---151"
"BBa_K1583100";"P28307";"169---621";"1---151"
"BBa_K1583102";"P28307";"161---613";"1---151"
"BBa_K1583104";"P28307";"500---823";"44---151"
"BBa_K1583105";"P28307";"215---628";"14---151"
"BBa_K1583110";"P28307";"1423---1746";"44---151"
"BBa_K1583111";"P28307";"1136---1549";"14---151"
"BBa_K1583112";"P28307";"169---621";"1---151"
"BBa_K1583112";"P42212";"665---1378";"1---238"
"BBa_K1585203";"B8DUT6";"1---2475";"1---825"
"BBa_K1585300";"B1LI90";"1---1431";"1---477"
"BBa_K1585301";"Q3YW93";"1---2184";"1---728"
"BBa_K1587001";"P0AGG2";"1---858";"1---286"
"BBa_K1587003";"P52046";"1---783";"1---261"
"BBa_K1590000";"P69907";"1---426";"1---142"
"BBa_K1590001";"P68873";"1---441";"1---147"
"BBa_K1590002";"P00738";"1---1218";"1---406"
"BBa_K1590006";"P48449";"1---2196";"1---732"
"BBa_K1590007";"Q9NY56";"4---468";"16---170"
"BBa_K1590008";"Q06379";"1---2829";"1---943"
"BBa_K1590009";"P0AFL0";"1---1044";"1---348"
"BBa_K1590010";"P15501";"34---480";"12---160"
"BBa_K1592005";"Q96524";"457---1956";"1---498"
"BBa_K1592006";"P04386";"67---408";"768---881"
"BBa_K1592006";"Q8GY61";"457---1461";"1---335"
"BBa_K1592008";"Q3YWU2";"124---549";"61---202"
"BBa_K1592009";"C5BGM2";"124---336";"203---273"
"BBa_K1592010";"Q3YWU2";"106---711";"1---202"
"BBa_K1592011";"Q3YWU2";"103---744";"60---273"
"BBa_K1592012";"C5BGM2";"277---498";"200---273"
"BBa_K1592013";"C5BGM2";"319---531";"203---273"
"BBa_K1592014";"Q3YWU2";"106---924";"1---273"
"BBa_K1592015";"Q96524";"1---1500";"1---498"
"BBa_K1592016";"Q8GY61";"1---1002";"1---334"
"BBa_K1593003";"Q02JU1";"1---681";"36---262"
"BBa_K1593209";"P13794";"1---1020";"1---340"
"BBa_K1593210";"P13794";"85---1092";"5---340"
"BBa_K1593998";"Q02JU1";"1---681";"36---262"
"BBa_K1595020";"P0AEX9";"84---1193";"27---396"
"BBa_K1595021";"P0AEX9";"84---1193";"27---396"
"BBa_K1595022";"P0AEX9";"84---1193";"27---396"
"BBa_K1595023";"P0AEX9";"84---1193";"27---396"
"BBa_K1595024";"P0AEX9";"84---1193";"27---396"
"BBa_K1595025";"P0AEX9";"84---1193";"27---396"
"BBa_K1595026";"P0AEX9";"84---1193";"27---396"
"BBa_K1595027";"P0AEX9";"84---1193";"27---396"
"BBa_K1595028";"P0AEX9";"84---1193";"27---396"
"BBa_K1595029";"P0A958";"81---719";"1---213"
"BBa_K1595030";"P0A958";"81---719";"1---213"
"BBa_K1597002";"P54507";"21---803";"1---261"
"BBa_K1597003";"P71014";"18---560";"1---181"
"BBa_K1597004";"P71049";"288---743";"1---152"
"BBa_K1598001";"P17752";"1---1332";"1---444"
"BBa_K160000";"P35526";"1---1311";"1---437"
"BBa_K1600000";"P69786";"1---1431";"1---477"
"BBa_K160001";"P06971";"1---2241";"1---747"
"BBa_K1601002";"P36649";"2---1549";"1---516"
"BBa_K1601003";"P37197";"2---1393";"1---464"
"BBa_K1601007";"P00096";"2---304";"40---140"
"BBa_K1602003";"B3IUN8";"1---1470";"1---490"
"BBa_K1602004";"P38715";"1---981";"1---327"
"BBa_K1602009";"B8H1Z0";"1---744";"1---248"
"BBa_K1602011";"P75682";"1---864";"1---288"
"BBa_K1602012";"P39358";"1---1965";"1---655"
"BBa_K1602013";"Q46856";"1---1161";"1---387"
"BBa_K1602015";"Q46856";"19---1179";"1---387"
"BBa_K1602021";"P42212";"25---732";"3---238"
"BBa_K1602024";"P42212";"25---732";"3---238"
"BBa_K1602027";"Q61234";"544---828";"77---171"
"BBa_K1602027";"Q95107";"22---264";"197---277"
"BBa_K1602030";"Q61234";"544---828";"77---171"
"BBa_K1602030";"Q95107";"22---264";"197---277"
"BBa_K1602033";"P18429";"37---657";"7---213"
"BBa_K1602034";"B1LJN4";"31---984";"1---318"
"BBa_K1603000";"Q00619";"136---1050";"44---348"
"BBa_K1603003";"P42443";"64---1083";"2---341"
"BBa_K1603004";"Q9RY51";"64---927";"1---288"
"BBa_K1606007";"Q9U6Y8";"227---901";"1---221"
"BBa_K1606010";"Q9U6Y8";"227---901";"1---221"
"BBa_K1607000";"P04626";"1---1935";"22---666"
"BBa_K1607001";"P04626";"1---1893";"22---652"
"BBa_K1607002";"P04626";"1---1935";"22---666"
"BBa_K1607003";"P04626";"1---1935";"22---666"
"BBa_K1607004";"P04626";"1---1935";"22---666"
"BBa_K1607005";"P04626";"1---1935";"22---666"
"BBa_K1607006";"P04626";"1---1935";"22---666"
"BBa_K1607007";"P04626";"1---1935";"22---666"
"BBa_K1607008";"P04626";"1---1935";"22---666"
"BBa_K1607009";"P04626";"1---1935";"22---666"
"BBa_K1607010";"P04626";"4---585";"21---214"
"BBa_K1607011";"P04626";"4---582";"21---213"
"BBa_K1607011";"P42212";"634---1347";"1---238"
"BBa_K1608000";"Q5R7H2";"1---585";"1---195"
"BBa_K1608001";"Q96SB4";"1---1965";"1---655"
"BBa_K1610200";"P01011";"1---1269";"1---423"
"BBa_K1610201";"P01011";"1---1269";"1---423"
"BBa_K1610300";"P33219";"1---354";"1---118"
"BBa_K1611000";"P01580";"1---465";"1---155"
"BBa_K1611001";"P01149";"1---267";"1---89"
"BBa_K1611001";"P01580";"268---729";"2---155"
"BBa_K1613004";"P05177";"1---1548";"1---515"
"BBa_K1613778";"Q9U6Y8";"1---663";"1---221"
"BBa_K1615000";"Q02198";"1---882";"2---296"
"BBa_K1615022";"P49250";"1---2256";"2---755"
"BBa_K1615067";"Q99044";"1---1560";"1---520"
"BBa_K1615089";"Q9U6Y8";"1---663";"1---221"
"BBa_K1615111";"Q01866";"127---606";"277---436"
"BBa_K1616001";"P42212";"576---827";"155---238"
"BBa_K1616002";"P42212";"489---950";"1---154"
"BBa_K1616005";"P00720";"635---144";"1---164"
"BBa_K1616005";"P06808";"1341---688";"1---218"
"BBa_K1616006";"P00720";"498---7";"1---164"
"BBa_K1616007";"P06808";"660---7";"1---218"
"BBa_K1616012";"P62554";"309---7";"1---101"
"BBa_K1616013";"P62554";"446---144";"1---101"
"BBa_K1616016";"P42212";"1---252";"155---238"
"BBa_K1616017";"P42212";"4---465";"1---154"
"BBa_K1616020";"P42212";"469---930";"1---154"
"BBa_K1616021";"P42212";"502---753";"155---238"
"BBa_K1616022";"P00720";"635---144";"1---164"
"BBa_K1616022";"P03034";"2483---1773";"1---237"
"BBa_K1616022";"P06808";"1341---688";"1---218"
"BBa_K1616022";"P23221";"4266---4880";"1---205"
"BBa_K1616023";"Q9GV45";"111---617";"28---196"
"BBa_K1616025";"Q9GV45";"4---510";"28---196"
"BBa_K1616029";"Q9GV45";"92---598";"28---196"
"BBa_K1617000";"P04949";"640---1293";"281---498"
"BBa_K1617000";"Q08860";"1---525";"1---175"
"BBa_K1617001";"P04949";"658---1311";"281---498"
"BBa_K1617001";"Q08860";"19---543";"1---175"
"BBa_K1618000";"Q3YW93";"1---2184";"1---728"
"BBa_K1618001";"P77791";"1---549";"1---183"
"BBa_K1618002";"P9WJZ1";"1---822";"1---274"
"BBa_K1618003";"O53281";"1---900";"1---300"
"BBa_K1618004";"P9WJZ3";"1---1074";"1---358"
"BBa_K1618005";"P77791";"227---775";"1---183"
"BBa_K1618007";"P9WJZ1";"227---1048";"1---274"
"BBa_K1618008";"O53281";"227---1126";"1---300"
"BBa_K1618009";"P9WJZ3";"227---1300";"1---358"
"BBa_K1618022";"Q3YW93";"227---2410";"1---728"
"BBa_K1618023";"Q3YW93";"227---2410";"1---728"
"BBa_K1618024";"Q3YW93";"227---2410";"1---728"
"BBa_K1618025";"Q0TC28";"1---1971";"1---657"
"BBa_K1618027";"Q3YW93";"227---2410";"1---728"
"BBa_K1618038";"Q45829";"1---1065";"1---355"
"BBa_K1618039";"P58255";"1---888";"1---295"
"BBa_K1620002";"Q3YWC5";"1---411";"1---137"
"BBa_K1620003";"P0C060";"7---432";"1---142"
"BBa_K1620004";"P0AC52";"1---513";"1---171"
"BBa_K1621000";"Q8VA10";"4---228";"794---868"
"BBa_K1621001";"P09259";"1---1551";"24---540"
"BBa_K1621002";"P06484";"4---396";"39---168"
"BBa_K1621003";"P04958";"1---1353";"865---1315"
"BBa_K1621005";"P16665";"1---531";"1---177"
"BBa_K1622000";"P0A9S1";"1490---2635";"1---382"
"BBa_K1622000";"P25553";"24---1460";"1---479"
"BBa_K1628101";"P96736";"1---1179";"1---393"
"BBa_K1628102";"P96737";"15---461";"1---149"
"BBa_K163000";"P06808";"1---648";"3---218"
"BBa_K1632010";"P0ADH5";"1---600";"1---200"
"BBa_K1632011";"P0ADH9";"1---594";"1---198"
"BBa_K1633008";"Q9NY59";"3---1967";"1---655"
"BBa_K1634000";"P42212";"1640---2506";"1---238"
"BBa_K1634003";"P42212";"940---1806";"1---238"
"BBa_K1638002";"P0DKX7";"7---687";"1---227"
"BBa_K1638004";"P0DKX7";"25---549";"225---399"
"BBa_K1638014";"P10599";"4---318";"1---105"
"BBa_K1638019";"Q3YYG7";"1---183";"1---61"
"BBa_K1638020";"Q3YUH1";"1---306";"1---102"
"BBa_K1638021";"Q3YX36";"1---852";"1---284"
"BBa_K1638034";"P17255";"4---1533";"284---737"
"BBa_K1639002";"P63207";"9---533";"1---175"
"BBa_K1639004";"P09120";"9---419";"1---137"
"BBa_K1639005";"P09120";"9---419";"1---137"
"BBa_K1639006";"O06873";"965---1723";"1---253"
"BBa_K1639006";"P0AF06";"60---908";"26---308"
"BBa_K1639008";"P04517";"12---737";"2038---2279"
"BBa_K1639016";"P13082";"823---593";"17---93"
"BBa_K1639020";"P69066";"875---1369";"1---165"
"BBa_K1639020";"P69343";"171---818";"1---216"
"BBa_K1640006";"P48268";"56---301";"1---82"
"BBa_K1640012";"P12852";"23---550";"24---199"
"BBa_K1640020";"P07753";"16---1071";"1---352"
"BBa_K1640021";"Q9SPI9";"12---275";"28---115"
"BBa_K1640022";"P11471";"14---673";"26---245"
"BBa_K1640023";"P12853";"52---852";"25---291"
"BBa_K1640024";"P10898";"20---1402";"1---461"
"BBa_K1641209";"P03870";"19---1287";"1---423"
"BBa_K1641209";"P42212";"1362---2075";"1---238"
"BBa_K1641210";"P42212";"804---1517";"1---238"
"BBa_K1641211";"P03870";"19---1287";"1---423"
"BBa_K1641222";"P03870";"1---1269";"1---423"
"BBa_K1641223";"P06956";"1---930";"30---339"
"BBa_K1641224";"Q9U6Y8";"34---678";"7---221"
"BBa_K1642001";"P15647";"1---873";"1---291"
"BBa_K1645999";"P42212";"63---776";"1---238"
"BBa_K1646000";"P42212";"4---717";"1---238"
"BBa_K1646000";"Q9GZQ8";"811---1185";"1---125"
"BBa_K1650013";"Q3YL96";"1780---11169";"1---3130"
"BBa_K1650013";"Q3YL97";"1---1764";"1---588"
"BBa_K1650038";"P42212";"427---1134";"3---238"
"BBa_K1650041";"P28307";"1---453";"1---151"
"BBa_K1650042";"P0AEE7";"1---993";"2---332"
"BBa_K1650043";"P00331";"1---1044";"1---348"
"BBa_K165005";"P42212";"16---729";"1---238"
"BBa_K1650055";"P21683";"1---888";"14---309"
"BBa_K1650056";"P21685";"1---1476";"1---492"
"BBa_K1653000";"P77488";"1---1860";"1---620"
"BBa_K1653001";"Q3YYB5";"1---708";"1---236"
"BBa_K1653002";"Q46822";"1---546";"1---182"
"BBa_K1653003";"P22939";"1---897";"1---299"
"BBa_K1653004";"P22939";"1---897";"1---299"
"BBa_K1653006";"P0ACH7";"1---381";"1---127"
"BBa_K1653007";"Q6USK1";"1---1701";"1---567"
"BBa_K1653008";"M4I1C6";"1---450";"1---150"
"BBa_K1654002";"P21308";"1---615";"1---205"
"BBa_K1654003";"Q87L07";"1---261";"1---87"
"BBa_K1657001";"P10088";"610---1470";"1---287"
"BBa_K1657001";"P16426";"7---555";"1---183"
"BBa_K1657002";"P10088";"7---867";"1---287"
"BBa_K1657002";"P16426";"922---1470";"1---183"
"BBa_K1657003";"P10088";"604---1464";"1---287"
"BBa_K1657003";"P16426";"1---549";"1---183"
"BBa_K1657004";"P10088";"1---861";"1---287"
"BBa_K1657004";"P16426";"916---1464";"1---183"
"BBa_K1657005";"P16426";"1---549";"1---183"
"BBa_K1657007";"P16426";"493---1041";"1---183"
"BBa_K1658006";"Q2KNL5";"1---1071";"1---357"
"BBa_K1659088";"P00720";"91---579";"2---164"
"BBa_K1659300";"P00644";"7---507";"65---231"
"BBa_K1666000";"Q8ZKQ4";"1---1533";"1---511"
"BBa_K1666001";"Q8ZKQ1";"1---1020";"1---340"
"BBa_K1666002";"Q8ZKQ3";"1---1086";"1---347"
"BBa_K1666003";"Q5PJE5";"4---999";"1---332"
"BBa_K1666004";"Q8ZKQ6";"1---1590";"1---530"
"BBa_K1666005";"Q8ZKQ5";"1---957";"1---319"
"BBa_K1668001";"Q827Q0";"1---810";"133---402"
"BBa_K1669000";"P33752";"1---654";"1---218"
"BBa_K1669001";"P33752";"1---654";"1---218"
"BBa_K1669003";"P23673";"1---663";"1---221"
"BBa_K1669004";"Q04945";"1---1170";"1---390"
"BBa_K1673010";"Q9U6Y8";"1---663";"1---221"
"BBa_K1673101";"Q9U6Y8";"1---663";"1---221"
"BBa_K1673102";"Q9U6Y8";"1---663";"1---221"
"BBa_K1673103";"Q9U6Y8";"1---663";"1---221"
"BBa_K1673104";"Q9U6Y8";"1---663";"1---221"
"BBa_K1673202";"A0QV21";"1---816";"1---272"
"BBa_K1673203";"P24021";"1---861";"1---287"
"BBa_K1673204";"P00641";"1---447";"1---149"
"BBa_K1673205";"P00641";"1---447";"1---149"
"BBa_K1673401";"P06808";"1---654";"1---218"
"BBa_K1673402";"P00720";"1---492";"1---164"
"BBa_K1673403";"P12747";"1---579";"1---193"
"BBa_K1673404";"P03034";"1---711";"1---237"
"BBa_K1673405";"P12746";"1---750";"1---250"
"BBa_K1673406";"P25084";"1---717";"1---239"
"BBa_K1673407";"P04483";"1---621";"1---207"
"BBa_K1673408";"P03023";"10---1089";"1---360"
"BBa_K1673409";"P62580";"1---657";"1---219"
"BBa_K1673410";"P42212";"1---714";"1---238"
"BBa_K1673411";"P36649";"1---1548";"1---516"
"BBa_K1674001";"P23457";"1---966";"1---322"
"BBa_K1674004";"P0AC53";"1---1473";"1---491"
"BBa_K1675000";"P13738";"1---1164";"1---388"
"BBa_K1675001";"Q32H30";"1---1539";"1---513"
"BBa_K1675002";"P77454";"1---930";"1---310"
"BBa_K1675003";"P69908";"1---1398";"1---466"
"BBa_K1676101";"P42212";"82---795";"1---238"
"BBa_K1676102";"P42212";"82---795";"1---238"
"BBa_K1676103";"P33231";"1---1653";"1---551"
"BBa_K1676104";"Q9HV37";"1---1143";"1---381"
"BBa_K1676105";"Q9HV37";"1---1143";"1---381"
"BBa_K1676106";"Q9HV37";"1---1143";"1---381"
"BBa_K1676107";"Q9HV37";"1---1143";"1---381"
"BBa_K1676108";"Q9HV37";"1---1143";"1---381"
"BBa_K1676109";"Q9HV37";"1---1143";"1---381"
"BBa_K1676110";"Q9HV37";"1---1143";"1---381"
"BBa_K1676111";"Q9HV37";"1---1143";"1---381"
"BBa_K1676112";"Q9HV37";"1---1143";"1---381"
"BBa_K1676113";"Q9HV37";"1---1143";"1---381"
"BBa_K1676114";"Q9HV37";"1---1143";"1---381"
"BBa_K1676115";"Q9HV37";"1---1143";"1---381"
"BBa_K1676116";"Q9HV37";"530---1204";"157---381"
"BBa_K1676117";"Q9HV37";"1---1143";"1---381"
"BBa_K1676118";"Q9HV37";"1---1059";"1---353"
"BBa_K1676119";"Q9HV37";"1---1143";"1---381"
"BBa_K1676120";"Q9HV37";"1---1143";"1---381"
"BBa_K1676121";"Q9HV37";"1---1143";"1---381"
"BBa_K1676122";"Q9HV37";"1---1143";"1---381"
"BBa_K1676123";"Q9HV37";"1---1041";"1---347"
"BBa_K1677101";"Q724L1";"1---1593";"1---529"
"BBa_K1677102";"P11922";"1444---2910";"497---985"
"BBa_K1677102";"P99134";"118---1443";"1---450"
"BBa_K1677103";"P11922";"613---2079";"497---985"
"BBa_K1678001";"P17618";"116---1177";"8---361"
"BBa_K1678002";"P17622";"97---468";"1---124"
"BBa_K1678003";"P17622";"96---467";"1---124"
"BBa_K1679022";"P42212";"7---720";"1---238"
"BBa_K1679022";"Q9V2F4";"715---1293";"946---1138"
"BBa_K1679027";"P17255";"1---1422";"274---747"
"BBa_K1679029";"P0A9A1";"1---480";"6---165"
"BBa_K1679037";"P17255";"1---1422";"274---747"
"BBa_K1680007";"P06956";"1---1029";"1---343"
"BBa_K1680008";"P06956";"1---972";"20---343"
"BBa_K1680009";"Q9GV45";"1---513";"26---196"
"BBa_K1680010";"P08659";"1---1617";"1---539"
"BBa_K1680011";"P26664";"52---621";"1018---1207"
"BBa_K1680017";"P06956";"13---1041";"1---343"
"BBa_K1680018";"P06956";"22---1041";"1---340"
"BBa_K1680019";"P06956";"37---1050";"3---340"
"BBa_K1680020";"P06956";"40---1059";"1---340"
"BBa_K1680021";"P06956";"718---1746";"1---343"
"BBa_K1680022";"P06956";"733---1746";"3---340"
"BBa_K1680023";"P06956";"736---1755";"1---340"
"BBa_K1680024";"P06956";"751---1764";"3---340"
"BBa_K1682011";"Q3YUG5";"1---423";"1---141"
"BBa_K1683005";"Q51487";"76---1470";"21---485"
"BBa_K1687000";"P73448";"1959---4";"63---714"
"BBa_K1688015";"O07824";"1545---2891";"1---449"
"BBa_K1688015";"P0A390";"4388---5836";"1---483"
"BBa_K1688015";"Q51947";"7552---8544";"1---331"
"BBa_K1688016";"O07824";"1525---2871";"1---449"
"BBa_K1688016";"P0A390";"4368---5816";"1---483"
"BBa_K1688016";"Q51947";"7532---8524";"1---331"
"BBa_K1688017";"O07824";"1545---2891";"1---449"
"BBa_K1688017";"P0A390";"4388---5836";"1---483"
"BBa_K1688017";"Q51947";"7552---8544";"1---331"
"BBa_K1688018";"O07824";"1525---2871";"1---449"
"BBa_K1688018";"P0A390";"4368---5816";"1---483"
"BBa_K1688018";"Q51947";"7532---8524";"1---331"
"BBa_K1688019";"Q9U6Y8";"16---678";"5---225"
"BBa_K1688020";"P36649";"28---1572";"2---516"
"BBa_K1688021";"P36649";"28---1572";"2---516"
"BBa_K1689001";"P08659";"422---1669";"1---416"
"BBa_K1689001";"P22629";"38---391";"40---157"
"BBa_K1689002";"P08659";"37---465";"398---540"
"BBa_K1689002";"P22629";"541---879";"45---157"
"BBa_K1689003";"P08659";"48---1292";"1---415"
"BBa_K1689004";"P08659";"48---1241";"1---398"
"BBa_K1689004";"Q9JLN9";"1272---1547";"2021---2112"
"BBa_K1689005";"P08659";"411---827";"401---539"
"BBa_K1689005";"P62943";"48---371";"1---108"
"BBa_K1689006";"P08659";"405---839";"395---539"
"BBa_K1689006";"P62943";"48---371";"1---108"
"BBa_K1689014";"Q48406";"4192---4458";"198---286"
"BBa_K1689014";"Q99ZW2";"58---4131";"3---1360"
"BBa_K1689015";"P0ABQ6";"79---315";"10---88"
"BBa_K1689015";"Q99ZW2";"346---4446";"2---1368"
"BBa_K1689016";"P0ABQ6";"4210---4446";"10---88"
"BBa_K1689016";"Q99ZW2";"58---4128";"3---1359"
"BBa_K1689017";"P0ABQ6";"55---267";"89---159"
"BBa_K1689017";"Q99ZW2";"298---4398";"2---1368"
"BBa_K1689018";"P0ABQ6";"4186---4398";"89---159"
"BBa_K1689018";"Q99ZW2";"58---4146";"3---1365"
"BBa_K1689019";"Q8VNN2";"82---3030";"47---1029"
"BBa_K1689019";"Q99ZW2";"3061---7161";"2---1368"
"BBa_K1689020";"P00722";"4186---6573";"2---797"
"BBa_K1689020";"Q99ZW2";"58---4146";"3---1365"
"BBa_K1690000";"P25501";"7---312";"1---102"
"BBa_K1690001";"P01149";"7---285";"1---93"
"BBa_K1690002";"P01149";"7---282";"1---92"
"BBa_K1690003";"P25501";"7---312";"1---101"
"BBa_K1692000";"Q03034";"1---1509";"1---503"
"BBa_K1692001";"Q03034";"39---1547";"1---503"
"BBa_K1692002";"Q03034";"51---1541";"1---497"
"BBa_K1692004";"Q3M5Z3";"51---1751";"1---567"
"BBa_K1692005";"P0AG03";"1---567";"1---189"
"BBa_K1692006";"P0AG03";"39---605";"1---189"
"BBa_K1692007";"P0AG03";"39---605";"1---189"
"BBa_K1692008";"P0AG03";"1615---2181";"1---189"
"BBa_K1692008";"Q03034";"51---1547";"1---499"
"BBa_K1692008";"Q3M5Z3";"2264---3964";"1---567"
"BBa_K1692020";"Q8NVG0";"66---866";"1---267"
"BBa_K1692023";"P12747";"81---659";"1---193"
"BBa_K1692024";"P00720";"2619---3110";"1---164"
"BBa_K1692024";"P06808";"1935---2588";"1---218"
"BBa_K1692024";"P12746";"936---1679";"3---250"
